"","SARM1_45","TNFRSF12A_133","LCP2_584","GNA15_793","TNFRSF1A_974","CRMP1_1173","ACTL6B_1328","AMPH_1367","CTTN_1623","FXYD5_1784","TBC1D2_1968","CHGA_2275","EMC9_2319","BRMS1L_2320","CELF4_2455","NOL4_2474","PCSK1N_2536","PYCARD_2715","SCG3_2763","GDAP1_2800","GSDMD_2818","APLP1_2951","PLIN3_2961","CLEC11A_2993","CARD8_2995","C10orf54_3311","ENO2_3777","CCND3_3915","AVPI1_4793","TGFBI_4881","SDC4_5229","SEPT6_5393","KCNC1_5830","GADD45G_5940","KIF1A_5950","ZCCHC9_6183","PTPRE_6259","SNAP25_6317","BEX2_6409","DUSP26_6481","TAOK3_6675","THBS1_7175","ARHGAP29_7216","MYOF_7256","ASCL1_7451","NOVA1_7525","CYR61_7902","HCN3_8051","TAGLN3_8221","PLK2_8311","EGFR_8448","PRSS23_8877","CACNA2D4_8907","FAM177A1_8936","LMNA_10010","NELL1_11139","HPS6_11193","RIC3_11248","SEC11C_11289","LAIR1_11511","KIF5C_11688","ENHO_11828","PPIC_11835","KSR2_12344","ID4_12514","INSM1_12749","TIGD3_12825","B3GNTL1_13129","RIMS2_13236","CDK5R1_13284","PLEC_13517","NRXN1_13758","GPR137C_13913","DDX60L_13962","PCP4_14240","TCEAL2_14587","PRSS57_14649","IFITM2_14650","AHNAK2_14723","C16orf54_14791","ZNF793_15217","SBK1_15236","TMEM198_15315","ELAVL3_15529","WNK3_15608","GDI1_16289"
"DATA.910566",3.22297069179504,5.74609688411389,9.68403291127914,5.55425974462949,5.40042135927721,2.96648519550591,2.83445990053673,3.24974838761501,4.31994240548181,9.27242091887823,4.3335433049121,3.24172000811057,4.7254904131648,3.99397898162235,2.92339011535653,3.09031920444708,3.3908819457056,8.0771356955211,2.82160374098467,3.87886099034851,3.98636962367809,3.17626970963014,9.02108897102332,6.90671148479364,7.8390097977445,6.58224861546452,5.8190688283127,6.43105584371397,4.99463384412434,3.02485961678943,4.28354503959819,6.66093439841165,3.02581696722797,2.87936050194498,3.22992333657499,8.40835287424053,3.37811354213488,2.9120656573114,3.58966475446842,3.59341710188545,8.16319774716752,3.59387873784351,3.22042452849692,3.39113141162449,3.07018719117111,2.97296105110902,3.35475524307693,3.19869188083175,3.59788337278051,3.02943811677536,3.17349393798865,3.48447801138057,4.17896284560696,5.35459361773332,5.81373784446288,3.23393664624442,6.19046141902131,2.89959034394515,4.21988301856481,6.16534135188663,2.92792985033672,3.43279549697242,5.69031310096093,2.54284101209508,4.94641026945567,2.89871413271055,3.60965912479982,5.276705608647,2.7355549873899,3.57318086152583,3.61631036480206,2.83135238244325,3.29337509239072,7.6326338983597,3.00513777243914,3.25465733459973,8.94110563663001,10.5125698947434,3.09022172812579,7.0091893704308,2.82808645009523,3.48092305795391,3.73570321329019,3.25217335439586,2.66453932351454,3.25381696216483
"DATA.910554",4.55014970586164,7.71487801862286,3.03946952792619,3.2875077986061,4.49938565437845,3.11082234680975,2.90807334501279,3.11172925763285,7.0481987139081,6.62352744680723,7.18769205608109,3.62382927860916,6.35774475285896,4.81229517630421,2.92597808723769,3.18665113779497,3.28386685529343,5.17934006434686,2.89398166324758,4.37280104938209,3.88723593126886,2.98107309850776,7.25263696198126,4.25159350837169,4.59856266971467,3.40917945323379,5.58825227585147,3.16867422664728,6.46753426745759,5.18037241454394,6.53439702004152,3.43279530440887,2.8109465874271,3.61536934008282,3.16408204088474,7.59645469634078,5.69131092279701,2.94258370890735,9.73267403718615,3.39542714874277,6.45039520330992,5.16831040310595,3.77641676440269,6.19563195605476,2.83859438320806,2.88294139366668,3.83474098551245,3.17761425592388,3.52825361828484,4.71140974207095,3.69410804277183,8.66329009393176,3.38014899773248,7.50440423301234,7.80352076808349,2.9332175610614,6.5258851469948,2.8970838148397,5.40642310906332,3.03286406160053,2.90785540380583,3.2913063461171,5.40332821744302,3.58105544764087,3.3888395486386,3.04684493109273,3.82861915404701,3.51746091973034,2.78983315517319,4.43044450453579,3.54332853314253,2.96703705640542,3.39258243430631,5.31237194243297,3.21355596657039,2.93782313948498,3.23233340734056,5.07960035874821,4.1665127470515,2.86298645841875,2.92105107950884,4.78543791416355,3.55225002751877,3.25253306750267,2.77884393181321,3.41322264583688
"DATA.910546",3.29812955982663,9.96589998815329,3.17920975149973,3.60173749269471,5.67567322887301,3.64780624593965,2.93554120380644,3.2207296235837,7.52531597280962,7.09944146975619,3.92776619491116,3.06086837635199,6.11215316733945,5.07145108433207,2.81904710137736,2.99591460395177,3.14538422352818,3.29815954411722,3.0595725974526,3.84112352351149,4.12513146497888,2.9944789287971,8.23767022665669,3.20486646437558,4.33175088479674,3.9436240688026,5.40242181181191,3.48905144022287,7.37575166748652,6.87721871697944,7.91593868393988,5.31927316738937,2.6906991992185,3.36244371416602,3.15222992007062,8.29164221647524,8.24303353727172,6.01653186771264,5.39437259333171,3.25571526823033,7.16308485419236,3.71276050349221,7.75201815376023,9.69817248881769,3.04325885877051,2.9960626229771,7.70554056087641,3.16163993023517,3.39433566101057,7.76866148397629,4.16634464981705,8.77701603575734,6.92178153592299,7.36522571190616,8.10604913283728,3.06809111446018,7.33908452823823,2.83248072493764,4.21030197865832,2.96689958655997,2.91175243274638,3.65325789427421,6.96561657206652,2.7618719327065,3.37000019651901,3.17450184779532,3.08407282041364,4.48722913069231,2.84333959516681,3.73161549252766,5.79430537633921,2.94211464776879,3.37410464844792,6.09167452764424,2.88557630779475,3.20979500056038,3.02967805096283,8.89582020204302,7.50823349154653,4.02448448200151,3.21853852980748,3.49358987452144,4.04282257860847,3.1166630675415,2.83096759353092,3.53867112273137
"DATA.910545",4.14381182855254,4.36331275548322,8.43728924078489,4.15043505089857,3.58125375195689,3.03772249740959,2.83360902646094,3.22681310093283,5.10088362147646,7.53220437285447,3.8068933423188,3.19198800523975,7.35200819287072,5.43907696405139,3.02557452331073,3.1423708589484,3.4793960708759,7.47676349640072,2.96938544081463,3.87210356339037,4.75875082536991,3.61454408141558,7.31854355709312,3.38123192734247,5.97785994345501,3.24926193943291,8.54089543502185,3.42825069932044,4.36609494103495,3.10465138102758,3.59408775659101,6.72697089478734,2.98187213748985,3.17120195057854,3.39803801146481,7.82291107792612,4.26570199911858,2.97749264003851,4.09266978164393,3.46442127816654,7.73475597276348,3.59920461130941,3.28805547292557,3.3374485052196,5.940688337179,2.97153741105287,3.53802033105981,3.5532753908811,3.72902174519708,3.25976468473255,3.41082078371872,3.28990078898347,3.12583840205651,7.23080054894409,6.66801136200455,3.04604373528671,6.47759244409928,2.96231961747225,6.61427936474568,3.16735381224518,3.12297206172694,3.50611261963485,3.5030028921829,2.91431894213213,3.53272755921307,2.89908018087092,3.55997630393655,4.12720242984025,3.07624678409576,5.36260651546302,3.5700016706144,2.98352207759406,3.2101153461216,5.1529712013242,4.20107757508278,2.90711868264044,3.37211899124884,8.88174786524713,3.34334939759224,6.14954714060827,3.41734922553314,4.08886919352204,3.30572966473689,3.36733608600951,2.80563216930293,3.24738169907779
"DATA.910401",3.44717790112094,4.29040443802385,2.95876507991515,3.11251173667688,4.05176038881491,3.18115706971333,2.70468576382916,3.1058841931839,4.27153826100496,6.29424150629883,4.86206369683253,3.17571125613873,7.37982244977475,4.97112088006197,3.05973151824825,5.97983099051136,3.59287046021987,5.44468346574984,3.01322603770438,3.8575189549227,3.97945291602472,3.40460467628318,9.09509001537965,3.27793368161041,5.67403892871124,3.72517431225204,4.31571934383653,3.87029687153334,3.40525884799121,3.20385250063703,3.19077309279471,6.87316350230493,2.90543119465634,2.96432252781213,3.30069876423912,8.33632646829453,4.76317857763625,2.91920348784502,3.58511619248901,6.19741074950638,6.59053106650856,3.31342979464239,3.34201438911435,3.20032760993763,2.95515810376236,3.04822029408222,3.3125119854597,3.25228719733637,3.81163287875985,3.28414638389432,4.39607000308083,3.09710954196784,3.24692170959004,6.41382719846468,4.51473794576972,3.07691479757626,5.30414059836132,2.99450531360406,5.86943021398479,3.18659982071816,2.75381020735956,3.56267100374098,3.34011151543082,4.28737993895904,4.05614691061206,2.81319904450848,3.50418883986479,3.65268013661216,2.92361872420494,3.41122008375146,2.88669505776942,5.69634775189073,4.85711757546466,3.390355529428,2.86022870884923,2.84942540823663,3.15233167601015,3.40665745342084,3.39212404245658,4.21792058254904,3.03559500243672,3.89150875923349,3.52581636721516,3.44977437028083,2.90433827908158,3.72937970416732
"DATA.909976",4.13594749736186,4.03979814021475,3.45304338542269,6.23814883606992,3.75936014733618,3.3294349800964,2.55645506248174,3.18469285173974,6.42549457687582,5.49357852098647,4.19216138989619,3.47786240178334,6.7425850794206,4.1222632062977,3.02336725124059,5.63059626055283,3.72817558267473,3.01668844948547,2.81969011474274,6.00775783509622,4.14631929485964,3.42828487295554,7.37996216692525,3.67330485345526,4.64193847248283,3.27762852804913,7.44803199867065,3.69738131131626,5.13820069211972,3.12129638869196,8.33276062068262,4.53153177959556,3.01738036015824,2.93442971074274,3.47266683298979,7.9676627875681,3.67216703195049,3.8856972191378,3.42027655320325,3.38340365470601,5.79682220485681,3.29370912589286,4.45729016941747,6.30131633411726,3.10836657999842,3.00096632068471,3.60152533291284,3.64387418899257,3.77645296260293,3.22231150323732,3.31672496482424,3.65853188860564,3.46755699767042,6.295925213453,8.05205275242856,3.11953333823348,6.10047109307209,2.91882023745578,5.78203729476339,3.45626249799685,3.79815145292632,3.93981309411303,3.1640519112178,2.65905610401123,3.34029170344016,2.94504128681212,3.54875982229192,4.23822962011777,3.29646950913119,3.83628532747514,4.80115622955634,4.20798565579398,3.43110493760036,3.96246434588811,2.88801582367488,3.17282284837823,3.31483628620861,8.4613803185296,3.21533034110801,2.94584018217342,2.95837004876186,5.63700145409994,3.98613874774678,3.28761805167089,2.79719976075241,3.59189333796463
"DATA.909975",3.16207945538176,10.4392692672786,2.82436883691739,3.1289172040208,4.85784368160314,3.03855838787236,2.48030623638662,3.07470815275711,7.68571090287292,6.56741570056414,4.7762757985722,3.37546428790197,7.14800120455394,6.2109689327586,3.2022255869446,3.04789178970342,4.87073566759107,2.86896737848008,2.84979566886386,3.39911836344786,4.6028086267539,5.81228579672638,7.33916512143831,3.49389335995267,5.4001796204963,3.97096352384132,5.14908296122861,3.94343342295273,4.93911144805185,3.15519651607942,8.81953897215545,3.75579076826065,2.89699783936027,3.08443202861868,3.08642990877102,6.70190229744353,3.25873175057014,2.83302524870313,3.92641795339095,3.51660306291266,3.39405073203305,4.55889703645943,8.22905124177909,8.37304801320358,3.01475741757732,3.52409846092376,9.98561203302636,3.28039028573671,3.51626234060378,6.52211525338802,3.18845377288394,10.6999034790621,2.97919880438029,7.52685195768814,9.18832627275084,3.06715180779996,6.10103382837684,2.83636657797011,3.47466909848436,2.9174947064161,3.00214056965925,3.56603817207849,6.96807921955692,2.69008155798219,9.38185780740903,2.85017411119719,3.40198372058324,3.31611380094137,2.86905656763059,3.01466191463399,6.05350482017449,2.86246245343349,4.88970452485286,5.21584828975203,2.57183068550186,2.90300121808777,2.88649448566169,10.1986460774294,5.54205661491662,2.90515662473455,3.01365454057348,5.26891702915053,3.29808443856557,3.14893560073238,5.68283433372505,3.24910352512389
"DATA.909974",3.55572144143054,10.4298394437239,3.29989461650103,3.23337001395338,5.27799087222403,3.0909101786328,2.91038752290056,5.2051767254899,7.25864310472614,8.06716534786921,8.60133539434198,3.3793025606928,5.85569827926536,3.86814017378985,3.24677880976039,3.07189291478037,6.25167539503969,8.27709055171107,3.29157747130851,3.43631582130125,4.65860185628939,3.29834445063384,9.75588778676193,3.65925971664768,3.97612242096037,4.58405896194962,9.4177607375626,3.81532286765319,5.11157845705874,12.4414226373608,10.2978191727586,3.73931015526407,3.00640771390352,3.12733157836746,3.28246360246383,7.78814883751755,5.72997208906118,3.15786959410437,3.77629297582567,3.86396160570378,4.97351566699791,9.93876119779537,7.32555982696664,11.6642804114492,2.96230923897108,3.04246142434871,10.9641209790338,3.3978718508051,4.07143764400052,10.0902371099861,6.83989973831888,11.8967661292083,3.30517913719577,7.37606629167629,9.37173287401639,3.42425097641021,6.44296909877609,2.99311078560914,3.92624594110494,3.2447862642822,2.96463566694553,3.5864634511568,6.5990371913539,3.07227552670413,5.76424366007122,3.0981403802812,3.12987974838701,3.52656694659005,3.71659876697565,3.67499198801117,6.54939675531631,3.11608392027006,3.0624494839029,5.18205209999612,2.79411048496685,3.33636009593768,3.21223244594934,6.23295619188259,8.67986308888907,3.04752735390039,3.2397994983921,3.26044218664303,3.80764083352565,3.37883056308406,2.93895504443448,4.03255166709138
"DATA.909785",3.8381877560691,4.56910288543213,3.31588631552699,3.35778042892758,3.95450060171049,3.26093249696772,2.75644279251048,3.07578052076394,4.29540978391317,7.47201568089895,5.1346247265146,3.29371591737867,7.92516636072767,4.72995115831096,3.04235633426695,3.2126395050068,3.58940309766981,5.18638371782569,3.04750749108278,4.81917742125069,4.67333795107402,3.49853377223676,8.15298694483129,3.59025559515494,5.71394480996099,3.28643995873365,5.9968148663573,5.08055436048881,4.00821700542261,3.3452418870702,6.17540097543942,7.7182351220723,2.93521929897229,3.10697922169894,3.32407817863644,8.26321514354695,4.24812897682179,2.97676907382509,3.72560321211583,3.29603990919157,7.06593915474117,3.50487714046749,3.56935164866866,3.68875788942178,3.06680591383955,3.03986123590281,3.32421892026286,3.66988428093778,3.90476490055701,3.35624233083615,3.36802200198851,3.34581080777587,3.26415578016638,6.47365700006638,4.87188382638966,3.27129648965063,6.85609074980308,3.90702169316987,6.93496756056216,3.5628596331111,3.25837266330065,3.41027251528511,3.62824834457011,2.97334425347966,3.2666126481659,2.81842559451774,3.79571423734346,3.35302326778417,3.6803973797109,4.60616194980605,3.45886403755931,2.89065127621149,3.3256464205372,4.19096806048332,2.65023521664123,3.0713371017727,3.44692406228461,6.91439636484884,3.37827494384478,3.22930306651059,3.20875665814485,4.21050464472346,3.27500589063466,3.40846645971886,2.89811100821655,3.51628413946729
"DATA.909777",3.37199122718374,4.02481414189673,3.28693698001286,3.35341935398098,4.41669446448022,3.20651834394518,2.7844482386577,3.20331331960038,3.91264419933645,5.71556714101052,4.03356300110776,3.37662534613217,7.15615967730693,4.42435917652925,3.09861945612177,7.66802916610987,3.63060758360772,3.16129231924019,2.96740178214716,4.7422785146059,3.62866734040285,3.18135751428583,7.55811908592496,3.26577102473218,4.78715484491691,3.09862724800149,5.20915665769598,5.02287529083314,3.64198922699266,3.35170644939309,3.54036531187337,7.42792760150493,2.87881264685768,3.20729594463927,3.22769141414312,8.42452816638682,4.69845229102356,3.07039381033656,3.53675248434345,3.75008386035699,7.33677864945755,3.22344864623012,3.41323325377739,2.9422906487147,3.01691709557087,3.11614460450955,3.16844845840429,3.36944106938109,3.63679758018405,3.5676457798303,3.52272371193999,3.24109523979805,3.32638827095212,5.75304738966849,5.06538221278505,3.25995393768567,5.5632361609503,3.06769278276638,5.72884941658313,3.3561369081255,3.09903251024094,3.78255359472722,3.57622195086944,2.94303595846158,3.59588594913343,2.95419144871646,3.92095852718599,3.6629631468945,3.92026630883637,4.06000942371055,3.39256940453075,2.9917303576934,3.72737369025525,3.46285767761767,2.60601340637797,3.13343727621485,3.28718141152066,3.89453689954607,3.2839047693674,3.83482541004701,2.99342271986066,4.13893891002339,3.82049469888352,3.43087890722215,2.70876987532692,3.87187779845075
"DATA.909773",3.17015967304384,4.29684921281599,10.8102686784186,5.64876312476561,5.5932338118159,3.16561203981935,3.02421255303007,3.50665940716605,3.94361325964379,8.67138491944297,7.85884422639705,3.33905612947884,5.78600209273248,4.15939296304587,2.9355303955603,3.01282219035103,3.44357906931748,9.9446973826874,2.85970427595601,3.40393528903673,5.27818095038145,3.2123421375458,9.65614514478777,6.29672613646827,6.79694607229146,4.9459109159443,4.74019241143554,4.25864677321306,5.92503493495008,3.31494024014433,5.31960442274572,5.10652142082771,2.92622085797837,2.96506091352734,3.20846671434676,8.22933732385743,6.84067615416165,2.98599134650509,3.92208670234654,3.47609496397618,8.04578944491876,3.44778558517792,3.32773502739404,5.09009633201313,3.0498597566035,3.06180476684819,3.06139297542514,3.21742063078165,3.73055486416853,3.65859930282654,3.39505762392626,3.19728622117235,4.25823384965278,6.00965622668765,7.15591336580765,3.1353179478774,6.67976729440074,3.25868402104244,4.29113419718718,6.89348252043843,3.12056168346516,3.64353548885646,3.22215670066828,2.91752925199039,3.34396395115634,4.03626708783014,3.23965079148529,6.79625849456058,2.98343987862214,5.13855887866738,4.38535517067264,2.90108228171236,3.13775499700924,7.35596295804127,2.64678668186277,3.13035597115255,3.95731467902687,10.7020833322139,3.23154163035616,6.03490090538958,3.06895825029427,4.69757902669022,3.41629799488662,3.31679916500111,2.80697297393737,3.17007627349337
"DATA.909771",3.27295164586051,4.16831172396036,9.34301104783196,4.63722520554518,5.10137908139369,3.18297331555135,2.87131230965374,3.16806024154305,4.03099472972444,7.5449575744569,5.11402583714165,3.4671358677536,6.3415567449378,3.94917937884381,3.11697761382311,3.03571839644718,3.84736437110712,10.2248860273105,3.00337230913732,3.69684960936301,5.42355639261617,3.3400622564641,8.95032633839286,9.23150450060956,6.71830332132839,6.45684867285551,4.69076452701053,4.66273480129197,4.26449174582827,9.45907343903173,5.68164405108869,4.94151565247019,3.00404888795377,3.07986754975714,3.1990160918588,8.37277365850235,6.53504508792427,3.11946805148963,3.19141530945915,3.61286880345198,7.36487606022206,3.38949326866053,3.64481165260003,7.34398014819963,3.07386055869619,3.21513684221378,4.06668154513498,3.48395128874889,3.7076018454025,3.56566301144263,3.18753387946694,3.5494199591934,4.77372679106182,6.1118787798349,8.00592636484302,3.11939352097442,6.60069033923457,2.9649008448671,4.81793971397042,8.611034097046,3.06887502124036,4.02010942485785,9.18958421410601,2.57477694055858,3.27417999941985,2.9839358880492,3.63049143951572,5.55995562831297,3.01435641595617,5.09108477779079,4.13883120255788,2.97495146631224,3.4184941824542,9.90034608358637,2.4921879493062,4.12507242385197,4.59281621403956,10.1601353517583,3.6764903654968,6.74374544341449,3.15255965945902,3.3310721050881,3.32723738662605,3.2921113503749,2.71359768096594,3.36284302158691
"DATA.909769",3.07254428739273,10.5630523057411,2.97936015476712,3.96566292816102,4.63248965777266,3.10751468539536,2.85521895053851,3.14855737565811,8.34348007698226,7.92669052059293,8.10956497281654,3.36171179204067,5.62661734446869,4.69003644486728,3.38064361924665,2.92804390233366,2.92043533609103,5.23706498382999,2.91216606106995,4.8006091439794,4.50439508964295,3.39867794126159,8.56431784684858,3.29066581875908,4.10662402832829,4.67636972251891,5.7049683690884,4.27846691949884,7.48663580424644,12.2378388482991,8.45986290171026,4.38648235002907,2.88604105517774,2.95251988868247,3.0385360308009,7.23761987022062,5.77282727548816,2.93591142343329,3.7203653705326,3.34063495273921,5.99604677084997,9.81219167804806,7.94858085319827,11.4694217737554,2.89596777018946,2.76831880789934,11.5018387692865,3.30639766956938,3.41880871549388,8.24442326496094,4.78216188753956,12.2836673250575,3.04487160512403,7.63966831863067,8.52612114258833,2.84805653691371,6.18913913258762,3.15838018177645,5.50344000440391,3.0378239940468,2.85348679632055,4.26737817504833,7.48420491364847,2.79457137913704,3.26682847058254,2.615777547689,3.63901309785444,3.51365157708189,5.58409409876762,5.54673620063196,5.80265807937323,2.8628629794943,3.05711881684102,6.81908931678101,2.72530362486235,3.23626524341844,2.86900321195976,7.75438150032605,5.770629543741,3.08237011290876,2.96514436698747,4.3146509133998,3.88587256568971,3.1564370550034,2.52520010898976,3.64295701471353
"DATA.909758",4.42269508578885,9.9611669244596,3.01144867152252,4.89097528784585,5.6179324678897,3.03293591920869,2.83842678664475,3.5415607771397,7.85956183338,7.89423730928985,8.13880619362667,3.36643565427093,6.64479571755304,4.35398701703693,2.96284996995985,3.05828863364741,3.34577506111669,6.21354868083497,2.93930085338351,4.13154701766256,4.9984820348946,3.7784368447908,9.26579964592804,3.83174265489976,4.49296669467109,5.87915655824388,6.11764701292686,3.38065871675784,6.94084251978989,11.8980965496133,9.9995619446224,3.89382256078782,2.86591514135349,3.10567075879274,3.05479563086524,8.45239963237659,5.24349937896705,4.69552007485259,4.65950177178407,3.18069888487916,5.48058035758466,5.50655400963145,6.73306552817022,10.5376309535266,2.977269332241,2.99950758442838,10.4261111782266,3.10355808757925,3.41160912168327,8.22051416957722,4.424901807121,10.2627384517693,3.02183879137761,7.10097326727164,9.07352226735615,3.07032132552137,6.61753557697154,2.82587977580494,3.60330655400001,3.17033409591449,2.92217614235546,3.51445422417788,7.86307788475479,2.93660846958996,3.45477161772136,2.95389074248254,3.43465972337745,4.63416836305701,3.09823788599127,3.92046115918319,6.88408300348891,3.00678965296989,3.28269768803541,9.58143110504197,2.6641035284117,2.83163389014537,3.23093464380313,10.2497404190322,8.36555749039359,2.91841588410154,2.90898654545004,3.72293854375859,3.3179927483361,3.26995295671852,2.95965608993082,3.53351969435907
"DATA.909754",3.8279308305846,10.7411362455945,2.86611885907032,3.26785247333103,5.7143110527473,2.97415505828847,2.69984733217375,4.81119771269339,7.01581754097499,7.63769933358358,6.33296692702052,3.40326704065289,7.41167895571916,5.19589539385564,3.03339363749513,3.17641810912744,3.43642982817952,4.80033438252651,2.83818815180677,3.44616794079505,4.95251298544268,3.33934661990374,9.43813777796634,3.65831525261609,5.83495486346736,3.46256901724813,6.58051060199538,3.87267445212677,6.56787179119252,11.4729704638918,9.16408595764396,3.26368834707553,2.89327976172181,3.03097576821969,3.20548616142485,7.09175671224707,5.46059966142942,2.9997260328718,3.37664065506969,3.56302611242941,6.2381977064213,6.31387428102427,6.9417734802353,10.9598841380153,3.11025485022911,3.11779972706587,11.2464495697392,3.31286574594124,3.71779951059965,7.51318065755666,3.66188281557925,3.22399105646579,3.05612531637405,7.97034421189726,9.65826597255841,3.16542516480072,6.54479597034415,2.88952279736629,4.95831132402336,3.33469926753707,2.88065653971752,3.44031642371548,3.26455404356749,3.32977177477085,3.18049890796106,3.23642291357208,3.56093089750371,4.44891617727737,2.905918220947,2.98891124740378,4.80468185894701,2.93624145339351,5.11899807236459,6.84771156345166,2.68675000686714,3.40867635628562,3.19162419202038,10.086254568228,6.60495733883158,2.95880114888587,3.23784326036018,4.1474432184014,3.53915805336281,3.42131445512501,2.83607491722159,3.45023138428189
"DATA.909743",3.27762691637216,3.75290184917674,6.6999528151354,6.97510724505079,4.12978669655218,2.98472711627216,2.63319415629466,3.24581244632405,4.67679906307064,3.8940555318923,4.51693229929959,3.4057047492747,7.61098167550538,5.23887614405011,3.07230750660157,3.30063488825327,3.69739896283215,6.46618173967309,2.87765387038086,5.79914023495089,4.9313107481211,3.38503288967206,7.63131592980263,4.07739366545477,5.13232783751452,3.47120713929214,7.36196432184751,6.93770093277589,4.23414346728232,3.11834889545864,3.11419047275381,7.44433811930898,2.98395475784589,3.18402735122991,3.21077081643381,8.38196770794989,4.87053008366894,2.99575230914842,8.21252989850914,3.35587443108324,6.87627064080043,3.30836912493045,3.43853473933745,3.09556280637727,3.08472144028623,3.04734346910485,3.18080471572656,3.63514701034449,3.69514985571083,3.10846271055478,3.24379712197073,3.48488275757357,3.64650670769584,6.14420723922764,4.58724544023291,3.33551526419636,7.07881711511101,2.95352237185253,5.31204287590613,4.91056299009145,4.71899647598895,3.94382622084165,3.20073680339493,2.82177641382254,3.19324405477096,2.72586596277762,4.25610504614264,4.82157125949542,2.93602773958737,4.3915078288591,2.83196000392821,2.91998646626704,3.66300370057842,7.64130605534778,3.02804964913125,3.36348305385104,3.21663002865181,3.3924100013892,3.18792474795994,3.02838435708274,3.07205556787109,5.33067498803698,3.34400239103991,3.28097696284864,3.02539419339798,3.287424726591
"DATA.909731",3.78371394780724,5.08928671999068,3.00394035463044,3.08322295317469,4.21701418364843,8.89776600884397,3.31384025953375,3.1197680935511,5.94879018313203,4.46314938827344,3.77912056778491,4.38534680909711,7.01387598647331,5.45562645833174,3.18425992410594,5.22133599897546,5.18739350053204,3.47782748198625,7.64905280062234,7.42548765451948,3.23356385488423,4.57488638938857,6.18974795078602,5.11766120614016,4.83694834783448,3.42626977942131,6.44323892213138,3.69297410502805,4.87533221022909,3.20136653519215,5.78741803189733,5.66241336366717,3.32560098523072,3.37089653205545,3.18386572643993,8.01500667592208,3.38863917076624,6.82251624705744,10.4953701978845,6.37082703739936,6.38876000147085,3.32771767704517,4.0864726639729,3.34097153755435,3.032097655174,2.93568160265604,5.42957210935859,3.58369344246715,3.54624290511987,3.6557174982907,3.13759643137848,4.49306821048214,2.96544165778513,7.34269117569909,6.2757447201343,3.09520775542588,5.55913816993742,3.04182444628547,7.15317339879108,3.70544381217173,3.59119769996789,3.65055360849188,4.22631732827223,2.70618570255441,5.97213374795406,8.79852294383706,3.23751358639908,3.94475630725208,4.47102022967416,5.60794452868685,3.06948139900805,3.51923899902946,3.41019505220251,4.20812131932262,7.9037089291634,5.48861225767297,2.99187280756488,7.52856710287809,3.27089779592511,2.8676208486994,3.09454828320403,6.34013435309769,4.14407695651339,3.73190335466475,5.35852470448856,3.80924907420786
"DATA.909723",3.47782742875722,6.56784532066352,7.04363074276791,3.04606769182324,4.27942482431976,3.11919448870587,2.74454932718917,3.51850826916935,7.80962946274393,7.61413485219864,5.99621387117689,3.33448129119391,6.06755873613169,4.6894900310528,3.02119458637537,3.03946424549895,3.32318347485178,5.62217426488532,2.81999820343312,4.43102826801863,5.29769176368808,3.43357818785579,8.41642252271062,7.25915982616974,5.0515335238765,2.97653829940943,8.45146406612215,4.27017181983911,7.2304427070732,9.41087925743038,7.11613879733274,3.71701881563718,2.79732071569957,3.05015707772271,3.47039164001251,7.52729229721071,5.46167818601529,2.93594329620016,6.74570109710305,3.3873436303009,7.65601412594265,3.29020574308426,3.26784745624656,3.42763298679741,3.03743750500977,3.11134725305565,4.02296875452361,3.24696259259541,3.40604583699058,3.93995491352517,3.22231309334557,4.39716147044915,2.99179128247594,7.32356932838131,7.89930038979834,5.203511485712,5.69435306094239,2.85574820933232,5.91078703386669,3.04279714460106,3.13279891276079,4.16537179180585,6.67811632180588,2.74876721593136,8.33826935804809,3.15935920931448,3.62373658420942,3.94326872416203,3.92159149164678,7.60037407965518,4.08899735973018,2.95097130703086,4.38519479242112,5.79075171217078,2.7205848023033,3.27734365365123,2.98439073784048,4.93030120517156,3.23797719318863,3.08898580467954,3.16281608011771,3.57388704954899,3.40588373478919,3.21267706967362,3.13757919159495,3.99744608669089
"DATA.909720",3.45626121265948,10.0509670097439,2.78385746933553,3.14703710728203,4.48616216997734,3.03353876856075,2.76320985104784,3.11742454705801,7.36035306495289,7.43865336750679,6.96284702379008,3.26282976931742,6.14418730694185,4.46593590676261,2.985260999754,3.07010095156567,3.43103736620845,6.68839155726578,2.77556646849623,3.90916187660988,4.42386337283905,3.54167991867865,9.35862768031583,5.64520127691543,4.29807067916543,3.26607504550192,5.23095231972075,3.31778256983822,5.49863174585469,11.2353075353799,8.34805502186031,4.17684926013829,2.87532740031256,2.82414523172487,3.08984226980222,8.0588382996323,4.81888134439571,3.50537522399821,5.77693004424452,3.31521793561015,6.3049087591976,5.90881269700716,8.27587525752507,11.3726071639627,2.99733675441651,3.60307646055954,11.8074148487847,3.20853890025698,3.79268914375317,7.15078359325123,5.13175117594727,11.37530411379,3.07091839028094,7.35738006927458,7.31497034531939,2.97269426991994,6.35532508188857,2.81697588747739,4.70914050524709,2.97227547118353,2.93023485825273,3.31525738126536,7.02168241547718,2.77218928838347,3.33842290198466,2.96714369034483,3.63682246362163,4.12855468922222,3.26530188666331,3.43156427123955,4.82390955108982,2.82459854622738,4.88619772544586,7.25733712393206,2.89947195162241,3.96227346909806,3.07696450363458,9.58897222011602,8.24982978300896,2.85155568137423,3.47936492551267,3.52865206009579,3.44107321145007,3.293541692127,2.70344188137964,3.94658603958073
